"date","state","state_abbrev","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum"
2020-01-25,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"New South Wales","NSW",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"Queensland","QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"Victoria","VIC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"New South Wales","NSW",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"Queensland","QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"Victoria","VIC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"New South Wales","NSW",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"Queensland","QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"Victoria","VIC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"Queensland","QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"Victoria","VIC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"Queensland","QLD",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"Victoria","VIC",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"Queensland","QLD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"Victoria","VIC",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"Queensland","QLD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"Victoria","VIC",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"Queensland","QLD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"South Australia","SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"Victoria","VIC",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"Queensland","QLD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"South Australia","SA",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"Queensland","QLD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"Queensland","QLD",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"Queensland","QLD",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"Queensland","QLD",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
